TEMP,PRES,DEWP,RAIN,date
-2.3,1021.0,-8.0,0.0,2014-02-16
1.1,1021.0,-7.7,0.0,2014-02-16
4.2,1021.2,-8.9,0.0,2014-02-16
5.9,1020.7,-11.3,0.0,2014-02-16
6.3,1020.2,-12.8,0.0,2014-02-16
6.9,1019.4,-13.4,0.0,2014-02-16
7.0,1019.1,-12.8,0.0,2014-02-16
6.5,1019.3,-13.7,0.0,2014-02-16
5.2,1019.9,-8.3,0.0,2014-02-16
4.4,1020.2,-9.8,0.0,2014-02-16
4.2,1020.8,-9.2,0.0,2014-02-16
3.9,1021.1,-7.6,0.0,2014-02-16
3.1,1022.2,-5.1,0.0,2014-02-16
2.7,1022.9,-4.8,0.0,2014-02-16
2.5,1023.4,-4.7,0.0,2014-02-16
2.3,1023.7,-5.8,0.0,2014-02-16
2.3,1023.9,-5.8,0.0,2014-02-17
1.6,1024.2,-5.6,0.0,2014-02-17
1.4,1025.0,-6.4,0.0,2014-02-17
1.0,1024.4,-7.8,0.0,2014-02-17
0.9,1024.5,-11.2,0.0,2014-02-17
0.1,1024.9,-9.9,0.0,2014-02-17
-0.8,1026.0,-7.2,0.0,2014-02-17
-0.8,1026.6,-7.4,0.0,2014-02-17
0.4,1027.0,-7.8,0.0,2014-02-17
2.1,1027.2,-11.4,0.0,2014-02-17
2.9,1027.2,-12.6,0.0,2014-02-17
3.8,1026.2,-12.2,0.0,2014-02-17
4.7,1025.3,-15.8,0.0,2014-02-17
4.7,1024.3,-16.4,0.0,2014-02-17
4.3,1023.9,-16.2,0.0,2014-02-17
4.4,1024.0,-15.5,0.0,2014-02-17
3.7,1023.9,-15.1,0.0,2014-02-17
2.9,1024.1,-14.8,0.0,2014-02-17
2.8,1024.8,-14.9,0.0,2014-02-17
2.4,1025.3,-13.9,0.0,2014-02-17
1.4,1026.0,-11.7,0.0,2014-02-17
0.4,1026.4,-11.7,0.0,2014-02-17
-0.3,1026.4,-12.0,0.0,2014-02-17
-0.6,1026.5,-11.7,0.0,2014-02-17
-1.6,1026.3,-12.3,0.0,2014-02-18
-2.1,1025.7,-11.7,0.0,2014-02-18
-2.6,1025.4,-11.6,0.0,2014-02-18
-3.0,1024.8,-12.0,0.0,2014-02-18
-4.1,1025.1,-12.5,0.0,2014-02-18
-4.2,1024.9,-12.1,0.0,2014-02-18
-4.0,1024.9,-12.0,0.0,2014-02-18
-3.9,1025.3,-11.9,0.0,2014-02-18
-2.6,1025.2,-11.4,0.0,2014-02-18
-1.9,1024.7,-11.2,0.0,2014-02-18
-1.3,1024.5,-10.7,0.0,2014-02-18
-0.7,1023.3,-10.4,0.0,2014-02-18
0.0,1021.8,-10.0,0.0,2014-02-18
0.1,1020.5,-9.6,0.0,2014-02-18
1.0,1019.7,-9.6,0.0,2014-02-18
1.3,1019.1,-9.9,0.0,2014-02-18
1.2,1018.9,-8.9,0.0,2014-02-18
0.9,1018.9,-9.2,0.0,2014-02-18
0.3,1019.2,-8.9,0.0,2014-02-18
0.1,1019.8,-9.1,0.0,2014-02-18
0.0,1019.9,-7.5,0.0,2014-02-18
-0.8,1020.3,-6.2,0.0,2014-02-18
-1.0,1020.0,-7.2,0.0,2014-02-18
-1.5,1019.7,-7.2,0.0,2014-02-18
-2.6,1019.7,-7.7,0.0,2014-02-19
-3.0,1019.5,-7.7,0.0,2014-02-19
-3.8,1019.1,-8.3,0.0,2014-02-19
-3.9,1018.8,-9.7,0.0,2014-02-19
-3.8,1019.1,-11.1,0.0,2014-02-19
-3.7,1019.4,-12.1,0.0,2014-02-19
-4.1,1020.1,-12.5,0.0,2014-02-19
-3.3,1021.0,-12.8,0.0,2014-02-19
-0.3,1021.3,-12.9,0.0,2014-02-19
1.3,1021.1,-13.2,0.0,2014-02-19
2.3,1020.6,-13.5,0.0,2014-02-19
3.3,1020.0,-13.5,0.0,2014-02-19
4.7,1018.7,-14.2,0.0,2014-02-19
5.6,1017.7,-14.5,0.0,2014-02-19
6.1,1017.2,-14.1,0.0,2014-02-19
5.9,1017.1,-15.4,0.0,2014-02-19
5.4,1017.2,-15.8,0.0,2014-02-19
3.9,1018.0,-13.4,0.0,2014-02-19
2.9,1018.6,-12.6,0.0,2014-02-19
1.4,1018.9,-12.8,0.0,2014-02-19
-1.3,1019.3,-13.5,0.0,2014-02-19
-0.6,1020.0,-12.9,0.0,2014-02-19
-1.5,1020.3,-12.2,0.0,2014-02-19
-1.8,1020.5,-11.4,0.0,2014-02-19
-1.7,1020.7,-11.8,0.0,2014-02-20
-2.0,1020.8,-9.2,0.0,2014-02-20
-3.7,1020.8,-12.1,0.0,2014-02-20
-4.9,1020.8,-12.3,0.0,2014-02-20
-5.7,1021.1,-12.2,0.0,2014-02-20
-6.0,1021.4,-11.5,0.0,2014-02-20
-4.4,1021.7,-9.8,0.0,2014-02-20
-3.9,1022.4,-9.1,0.0,2014-02-20
-3.1,1022.7,-9.0,0.0,2014-02-20
-1.9,1022.8,-7.8,0.0,2014-02-20
-0.8,1022.5,-7.2,0.0,2014-02-20
0.3,1021.8,-6.6,0.0,2014-02-20
0.7,1021.0,-6.6,0.0,2014-02-20
1.1,1020.4,-6.5,0.0,2014-02-20
0.9,1020.0,-5.6,0.0,2014-02-20
0.6,1019.8,-5.4,0.0,2014-02-20
0.3,1019.6,-5.5,0.0,2014-02-20
0.3,1019.7,-5.1,0.0,2014-02-20
0.1,1019.9,-4.7,0.0,2014-02-20
0.0,1020.1,-4.8,0.0,2014-02-20
-0.1,1020.4,-4.7,0.0,2014-02-20
-0.3,1020.7,-4.7,0.0,2014-02-20
-0.4,1020.5,-4.8,0.0,2014-02-20
-0.5,1020.4,-4.4,0.0,2014-02-20
-0.4,1020.3,-4.3,0.0,2014-02-21
-0.5,1020.0,-4.4,0.0,2014-02-21
-0.6,1019.6,-4.7,0.0,2014-02-21
-0.7,1019.3,-4.6,0.0,2014-02-21
-0.7,1019.2,-4.6,0.0,2014-02-21
-0.6,1019.4,-4.5,0.0,2014-02-21
-0.7,1019.4,-4.6,0.0,2014-02-21
-0.5,1019.7,-4.6,0.0,2014-02-21
-0.1,1020.0,-4.4,0.0,2014-02-21
0.5,1019.9,-5.1,0.0,2014-02-21
1.4,1019.7,-5.3,0.0,2014-02-21
2.4,1019.1,-5.7,0.0,2014-02-21
3.0,1018.0,-5.7,0.0,2014-02-21
3.8,1017.1,-5.2,0.0,2014-02-21
3.5,1016.9,-4.7,0.0,2014-02-21
3.6,1016.8,-4.4,0.0,2014-02-21
3.3,1016.9,-4.4,0.0,2014-02-21
2.8,1017.4,-4.7,0.0,2014-02-21
1.3,1018.3,-5.0,0.0,2014-02-21
0.7,1018.8,-4.9,0.0,2014-02-21
1.2,1019.3,-4.9,0.0,2014-02-21
1.1,1019.4,-4.8,0.0,2014-02-21
0.7,1019.4,-4.9,0.0,2014-02-21
0.6,1019.7,-5.0,0.0,2014-02-21
0.6,1019.7,-5.0,0.0,2014-02-22
1.0,1019.9,-4.8,0.0,2014-02-22
1.1,1019.9,-4.8,0.0,2014-02-22
0.8,1019.8,-4.8,0.0,2014-02-22
0.8,1020.1,-4.6,0.0,2014-02-22
1.1,1020.3,-4.6,0.0,2014-02-22
1.2,1020.5,-4.5,0.0,2014-02-22
1.4,1020.9,-4.5,0.0,2014-02-22
2.0,1021.5,-4.3,0.0,2014-02-22
2.4,1021.6,-4.1,0.0,2014-02-22
2.9,1021.6,-3.9,0.0,2014-02-22
3.3,1021.2,-4.0,0.0,2014-02-22
3.9,1020.4,-3.9,0.0,2014-02-22
4.6,1019.9,-3.9,0.0,2014-02-22
5.1,1019.7,-4.5,0.0,2014-02-22
5.1,1019.6,-4.2,0.0,2014-02-22
4.7,1019.7,-4.3,0.0,2014-02-22
4.3,1020.2,-4.5,0.0,2014-02-22
4.2,1020.9,-4.3,0.0,2014-02-22
4.4,1021.4,-3.4,0.0,2014-02-22
4.4,1021.6,-3.4,0.0,2014-02-22
4.4,1021.9,-2.0,0.0,2014-02-22
3.9,1022.0,-1.3,0.0,2014-02-22
3.2,1022.2,-2.1,0.0,2014-02-22
2.8,1022.6,-2.3,0.0,2014-02-23
2.4,1022.4,-2.7,0.0,2014-02-23
2.1,1022.3,-3.0,0.0,2014-02-23
1.9,1021.9,-3.2,0.0,2014-02-23
1.7,1022.1,-4.0,0.0,2014-02-23
1.6,1022.1,-4.1,0.0,2014-02-23
1.6,1022.3,-4.1,0.0,2014-02-23
1.7,1022.9,-4.2,0.0,2014-02-23
1.6,1023.0,-4.3,0.0,2014-02-23
1.7,1023.0,-4.2,0.0,2014-02-23
2.3,1022.7,-4.0,0.0,2014-02-23
2.4,1021.9,-4.1,0.0,2014-02-23
2.7,1020.9,-4.1,0.0,2014-02-23
2.9,1020.5,-3.9,0.0,2014-02-23
3.1,1020.2,-3.9,0.0,2014-02-23
3.1,1020.1,-3.9,0.0,2014-02-23
2.8,1020.1,-3.8,0.0,2014-02-23
2.7,1020.0,-3.6,0.0,2014-02-23
2.6,1020.7,-3.7,0.0,2014-02-23
2.5,1020.7,-3.6,0.0,2014-02-23
2.4,1020.7,-3.7,0.0,2014-02-23
2.4,1020.9,-3.7,0.0,2014-02-23
2.3,1020.7,-3.6,0.0,2014-02-23
2.0,1020.3,-3.7,0.0,2014-02-23
1.8,1020.1,-3.7,0.0,2014-02-24
1.4,1019.7,-3.7,0.0,2014-02-24
0.7,1019.4,-3.8,0.0,2014-02-24
0.8,1018.8,-3.7,0.0,2014-02-24
0.6,1018.6,-3.7,0.0,2014-02-24
0.7,1018.6,-3.6,0.0,2014-02-24
0.7,1019.0,-3.6,0.0,2014-02-24
1.3,1019.7,-3.4,0.0,2014-02-24
2.1,1019.9,-3.4,0.0,2014-02-24
3.1,1019.3,-3.5,0.0,2014-02-24
4.1,1018.8,-3.4,0.0,2014-02-24
5.4,1018.2,-3.2,0.0,2014-02-24
6.1,1017.4,-3.3,0.0,2014-02-24
6.9,1016.5,-3.1,0.0,2014-02-24
7.1,1016.0,-2.6,0.0,2014-02-24
7.1,1015.8,-2.6,0.0,2014-02-24
6.6,1015.6,-2.8,0.0,2014-02-24
5.9,1016.1,-2.7,0.0,2014-02-24
4.7,1016.9,-2.9,0.0,2014-02-24
3.3,1017.5,-3.1,0.0,2014-02-24
2.7,1017.9,-3.0,0.0,2014-02-24
1.8,1018.0,-3.3,0.0,2014-02-24
1.1,1018.1,-3.6,0.0,2014-02-24
0.8,1018.1,-3.7,0.0,2014-02-24
0.3,1018.2,-3.6,0.0,2014-02-25
0.0,1018.2,-3.7,0.0,2014-02-25
-0.3,1018.0,-3.8,0.0,2014-02-25
-0.4,1017.6,-3.9,0.0,2014-02-25
0.0,1017.5,-3.6,0.0,2014-02-25
0.0,1017.6,-3.6,0.0,2014-02-25
0.4,1017.8,-3.3,0.0,2014-02-25
1.3,1018.2,-3.0,0.0,2014-02-25
2.5,1018.3,-2.6,0.0,2014-02-25
3.5,1018.1,-2.5,0.0,2014-02-25
5.0,1017.9,-2.4,0.0,2014-02-25
6.3,1017.3,-2.3,0.0,2014-02-25
7.3,1015.9,-2.5,0.0,2014-02-25
7.7,1014.9,-2.4,0.0,2014-02-25
8.0,1014.6,-2.4,0.0,2014-02-25
7.9,1014.4,-2.5,0.0,2014-02-25
7.6,1014.7,-2.4,0.0,2014-02-25
7.0,1015.3,-2.5,0.0,2014-02-25
5.7,1015.9,-2.4,0.0,2014-02-25
4.6,1016.2,-2.5,0.0,2014-02-25
3.5,1016.6,-2.9,0.0,2014-02-25
2.6,1016.7,-3.1,0.0,2014-02-25
2.7,1016.4,-2.8,0.0,2014-02-25
2.5,1016.1,-2.6,0.0,2014-02-25
2.0,1015.9,-2.9,0.0,2014-02-26
0.9,1015.8,-3.2,0.0,2014-02-26
0.5,1015.3,-3.2,0.0,2014-02-26
1.0,1014.5,-2.6,0.0,2014-02-26
1.1,1014.1,-2.7,0.0,2014-02-26
1.1,1013.7,-2.3,0.0,2014-02-26
1.7,1013.8,-1.7,0.0,2014-02-26
3.0,1014.1,-0.6,0.0,2014-02-26
4.0,1014.1,-0.2,0.0,2014-02-26
4.9,1013.3,-0.5,0.0,2014-02-26
6.1,1012.9,0.0,0.0,2014-02-26
6.9,1012.4,0.6,0.0,2014-02-26
7.8,1011.9,1.0,0.0,2014-02-26
9.2,1011.0,1.1,0.0,2014-02-26
9.7,1010.9,0.6,0.0,2014-02-26
9.3,1011.2,0.7,0.0,2014-02-26
8.8,1012.7,1.5,0.0,2014-02-26
7.6,1013.6,2.9,0.1,2014-02-26
7.3,1014.0,2.8,0.0,2014-02-26
7.1,1014.6,1.4,0.0,2014-02-26
6.9,1015.1,1.0,0.0,2014-02-26
6.5,1015.6,-0.3,0.0,2014-02-26
6.7,1016.3,-6.0,0.0,2014-02-26
6.1,1016.9,-9.8,0.0,2014-02-26
4.7,1017.7,-10.6,0.0,2014-02-27
3.4,1018.4,-11.0,0.0,2014-02-27
1.8,1018.5,-11.4,0.0,2014-02-27
2.1,1018.8,-12.5,0.0,2014-02-27
2.3,1019.2,-14.0,0.0,2014-02-27
1.5,1019.9,-14.6,0.0,2014-02-27
0.5,1021.1,-14.7,0.0,2014-02-27
2.0,1022.7,-14.6,0.0,2014-02-27
3.1,1023.3,-14.6,0.0,2014-02-27
4.3,1023.2,-14.5,0.0,2014-02-27
4.9,1022.7,-15.7,0.0,2014-02-27
6.2,1022.1,-15.2,0.0,2014-02-27
7.0,1020.7,-15.8,0.0,2014-02-27
7.7,1019.6,-14.5,0.0,2014-02-27
7.9,1018.7,-15.0,0.0,2014-02-27
8.0,1018.0,-14.9,0.0,2014-02-27
7.5,1017.9,-15.4,0.0,2014-02-27
6.2,1018.1,-15.8,0.0,2014-02-27
5.5,1018.4,-15.1,0.0,2014-02-27
4.2,1019.0,-15.1,0.0,2014-02-27
1.6,1019.2,-14.6,0.0,2014-02-27
1.0,1019.4,-14.3,0.0,2014-02-27
0.0,1019.4,-14.0,0.0,2014-02-27
-0.3,1019.3,-14.3,0.0,2014-02-27
-0.1,1019.0,-14.5,0.0,2014-02-28
-2.0,1019.5,-13.8,0.0,2014-02-28
-0.2,1019.2,-9.9,0.0,2014-02-28
-0.3,1019.4,-6.1,0.0,2014-02-28
-1.5,1019.3,-10.1,0.0,2014-02-28
-1.2,1019.1,-10.1,0.0,2014-02-28
-0.3,1019.2,-5.1,0.0,2014-02-28
0.0,1019.8,-5.4,0.0,2014-02-28
0.2,1020.5,-5.0,0.0,2014-02-28
0.6,1019.9,-5.2,0.0,2014-02-28
1.5,1019.1,-5.0,0.0,2014-02-28
2.0,1017.9,-5.4,0.0,2014-02-28
2.9,1016.6,-5.3,0.0,2014-02-28
3.3,1015.7,-4.9,0.0,2014-02-28
4.1,1014.7,-4.9,0.0,2014-02-28
4.0,1014.4,-4.7,0.0,2014-02-28
3.8,1013.4,-4.9,0.0,2014-02-28
3.3,1013.6,-5.1,0.0,2014-02-28
2.6,1014.2,-5.3,0.0,2014-02-28
1.0,1014.6,-5.7,0.0,2014-02-28
0.9,1015.6,-5.8,0.0,2014-02-28
0.5,1015.9,-5.9,0.0,2014-02-28
-0.3,1016.1,-6.3,0.0,2014-02-28
-0.5,1015.9,-6.1,0.0,2014-02-28
-1.0,1016.1,-6.4,0.0,2014-03-01
-0.1,1015.7,-6.1,0.0,2014-03-01
1.1,1015.5,-6.9,0.0,2014-03-01
2.4,1015.2,-7.8,0.0,2014-03-01
1.7,1016.0,-9.0,0.0,2014-03-01
1.9,1016.2,-12.0,0.0,2014-03-01
2.4,1016.2,-14.3,0.0,2014-03-01
2.8,1016.8,-14.9,0.0,2014-03-01
3.7,1017.0,-16.1,0.0,2014-03-01
6.9,1016.8,-18.0,0.0,2014-03-01
8.1,1016.0,-18.7,0.0,2014-03-01
9.4,1015.1,-17.7,0.0,2014-03-01
10.5,1013.8,-18.8,0.0,2014-03-01
11.2,1012.4,-19.4,0.0,2014-03-01
11.6,1011.4,-20.3,0.0,2014-03-01
11.9,1011.0,-20.1,0.0,2014-03-01
11.2,1010.9,-19.4,0.0,2014-03-01
9.8,1010.9,-18.3,0.0,2014-03-01
7.4,1011.3,-17.6,0.0,2014-03-01
5.0,1011.7,-15.6,0.0,2014-03-01
2.9,1012.1,-15.7,0.0,2014-03-01
3.0,1012.5,-15.2,0.0,2014-03-01
2.3,1012.7,-16.2,0.0,2014-03-01
1.2,1012.8,-15.3,0.0,2014-03-01
2.6,1012.9,-11.7,0.0,2014-03-02
1.8,1013.4,-7.3,0.0,2014-03-02
-0.3,1013.5,-11.4,0.0,2014-03-02
-1.3,1013.7,-9.9,0.0,2014-03-02
-1.9,1013.8,-11.7,0.0,2014-03-02
-2.5,1014.0,-10.5,0.0,2014-03-02
-2.4,1014.5,-10.5,0.0,2014-03-02
-2.2,1015.2,-12.0,0.0,2014-03-02
0.6,1015.4,-4.8,0.0,2014-03-02
2.1,1015.2,-4.9,0.0,2014-03-02
3.8,1014.7,-4.7,0.0,2014-03-02
5.5,1013.7,-4.7,0.0,2014-03-02
7.7,1012.4,-5.4,0.0,2014-03-02
10.2,1011.1,-8.0,0.0,2014-03-02
13.2,1010.2,-17.8,0.0,2014-03-02
12.9,1010.0,-10.9,0.0,2014-03-02
11.0,1010.1,-8.8,0.0,2014-03-02
9.2,1010.6,-9.3,0.0,2014-03-02
7.7,1011.4,-9.7,0.0,2014-03-02
6.8,1012.2,-8.4,0.0,2014-03-02
5.7,1013.1,-9.7,0.0,2014-03-02
4.3,1013.8,-9.1,0.0,2014-03-02
3.4,1013.9,-9.3,0.0,2014-03-02
3.9,1014.1,-4.8,0.0,2014-03-02
3.1,1014.5,-2.8,0.0,2014-03-03
1.2,1014.5,-7.8,0.0,2014-03-03
0.2,1014.0,-8.3,0.0,2014-03-03
-0.9,1013.6,-7.9,0.0,2014-03-03
-0.8,1013.4,-7.4,0.0,2014-03-03
-0.4,1013.6,-6.4,0.0,2014-03-03
-0.8,1013.6,-6.4,0.0,2014-03-03
-0.4,1013.7,-5.8,0.0,2014-03-03
1.7,1014.1,-4.8,0.0,2014-03-03
1.8,1013.7,-4.5,0.0,2014-03-03
2.3,1013.0,-3.8,0.0,2014-03-03
2.7,1012.4,-3.4,0.0,2014-03-03
2.6,1011.5,-3.5,0.0,2014-03-03
2.7,1010.8,-3.9,0.0,2014-03-03
2.7,1010.7,-3.9,0.0,2014-03-03
2.5,1010.7,-5.2,0.0,2014-03-03
2.7,1010.8,-4.8,0.0,2014-03-03
2.7,1011.3,-4.5,0.0,2014-03-03
2.6,1012.1,-4.6,0.0,2014-03-03
2.5,1012.7,-4.7,0.0,2014-03-03
1.8,1013.0,-3.9,0.0,2014-03-03
1.3,1013.5,-4.2,0.0,2014-03-03
1.4,1013.6,-4.3,0.0,2014-03-03
2.0,1013.6,-3.5,0.0,2014-03-03
1.3,1014.4,-3.8,0.0,2014-03-04
4.7,1014.7,-8.4,0.0,2014-03-04
5.2,1015.1,-10.2,0.0,2014-03-04
4.1,1015.3,-12.4,0.0,2014-03-04
1.7,1016.1,-10.8,0.0,2014-03-04
-0.2,1016.5,-11.6,0.0,2014-03-04
-0.9,1016.9,-12.5,0.0,2014-03-04
3.6,1018.0,-13.7,0.0,2014-03-04
4.5,1018.6,-16.0,0.0,2014-03-04
5.4,1018.7,-17.8,0.0,2014-03-04
6.1,1018.4,-20.3,0.0,2014-03-04
6.9,1017.8,-21.6,0.0,2014-03-04
7.2,1017.0,-21.4,0.0,2014-03-04
8.4,1015.8,-24.1,0.0,2014-03-04
8.7,1015.4,-25.3,0.0,2014-03-04
8.5,1015.4,-25.5,0.0,2014-03-04
7.8,1015.7,-26.0,0.0,2014-03-04
6.2,1016.9,-24.4,0.0,2014-03-04
4.5,1018.2,-22.5,0.0,2014-03-04
3.9,1019.5,-22.1,0.0,2014-03-04
3.0,1020.1,-22.0,0.0,2014-03-04
2.4,1020.5,-21.7,0.0,2014-03-04
1.9,1020.7,-20.6,0.0,2014-03-04
0.6,1020.9,-20.4,0.0,2014-03-04
-0.8,1021.2,-19.9,0.0,2014-03-05
-1.9,1021.5,-19.8,0.0,2014-03-05
-2.8,1021.4,-20.1,0.0,2014-03-05
-1.4,1021.0,-21.0,0.0,2014-03-05
-1.8,1021.1,-21.3,0.0,2014-03-05
-3.6,1021.1,-20.4,0.0,2014-03-05
-3.9,1021.2,-20.2,0.0,2014-03-05
-2.3,1021.4,-20.7,0.0,2014-03-05
1.2,1021.4,-22.7,0.0,2014-03-05
3.3,1021.0,-22.6,0.0,2014-03-05
5.1,1020.3,-22.1,0.0,2014-03-05
6.3,1019.1,-21.1,0.0,2014-03-05
7.8,1017.3,-22.0,0.0,2014-03-05
9.2,1016.0,-23.5,0.0,2014-03-05
9.2,1015.3,-23.5,0.0,2014-03-05
9.4,1014.8,-24.8,0.0,2014-03-05
9.1,1014.6,-25.0,0.0,2014-03-05
7.8,1015.2,-24.5,0.0,2014-03-05
6.2,1016.2,-24.4,0.0,2014-03-05
5.3,1017.4,-22.9,0.0,2014-03-05
4.1,1018.6,-22.9,0.0,2014-03-05
3.5,1019.4,-22.4,0.0,2014-03-05
2.5,1020.1,-24.1,0.0,2014-03-05
1.6,1020.4,-23.9,0.0,2014-03-05
1.6,1020.7,-23.9,0.0,2014-03-06
1.1,1021.2,-23.5,0.0,2014-03-06
0.8,1021.0,-23.8,0.0,2014-03-06
-1.8,1021.2,-22.4,0.0,2014-03-06
-2.3,1021.7,-22.9,0.0,2014-03-06
-2.8,1022.2,-22.1,0.0,2014-03-06
-3.7,1022.7,-21.9,0.0,2014-03-06
-0.6,1023.3,-22.7,0.0,2014-03-06
1.9,1023.5,-22.9,0.0,2014-03-06
3.3,1023.2,-23.5,0.0,2014-03-06
3.9,1022.6,-24.0,0.0,2014-03-06
4.9,1021.7,-24.3,0.0,2014-03-06
6.0,1020.6,-24.6,0.0,2014-03-06
6.9,1019.4,-23.9,0.0,2014-03-06
7.2,1018.6,-25.0,0.0,2014-03-06
7.9,1018.0,-24.5,0.0,2014-03-06
7.7,1017.7,-24.6,0.0,2014-03-06
6.7,1017.8,-24.1,0.0,2014-03-06
5.1,1018.0,-23.0,0.0,2014-03-06
3.0,1018.4,-22.0,0.0,2014-03-06
2.7,1018.7,-21.4,0.0,2014-03-06
1.6,1019.3,-20.9,0.0,2014-03-06
0.8,1019.7,-20.9,0.0,2014-03-06
-0.4,1019.7,-21.3,0.0,2014-03-06
-1.2,1019.9,-21.4,0.0,2014-03-07
-0.6,1020.6,-21.4,0.0,2014-03-07
-1.9,1020.9,-21.4,0.0,2014-03-07
-3.7,1021.3,-20.0,0.0,2014-03-07
-4.3,1021.6,-19.7,0.0,2014-03-07
-4.5,1022.0,-18.4,0.0,2014-03-07
-4.4,1022.5,-18.7,0.0,2014-03-07
0.6,1022.9,-20.4,0.0,2014-03-07
3.0,1023.0,-22.0,0.0,2014-03-07
4.3,1022.5,-23.7,0.0,2014-03-07
5.4,1021.9,-23.9,0.0,2014-03-07
6.5,1020.8,-23.0,0.0,2014-03-07
8.2,1019.2,-24.2,0.0,2014-03-07
9.1,1018.1,-23.6,0.0,2014-03-07
8.6,1018.0,-22.6,0.0,2014-03-07
9.0,1017.6,-22.3,0.0,2014-03-07
7.7,1017.5,-20.0,0.0,2014-03-07
6.7,1017.5,-19.0,0.0,2014-03-07
5.7,1017.8,-17.5,0.0,2014-03-07
5.3,1018.3,-17.2,0.0,2014-03-07
2.8,1018.3,-18.0,0.0,2014-03-07
2.1,1018.6,-18.0,0.0,2014-03-07
1.4,1018.4,-17.5,0.0,2014-03-07
1.0,1018.1,-16.9,0.0,2014-03-07
0.9,1017.7,-17.0,0.0,2014-03-08
0.7,1017.1,-16.2,0.0,2014-03-08
-0.2,1016.5,-16.1,0.0,2014-03-08
0.1,1015.9,-14.3,0.0,2014-03-08
-0.4,1015.7,-14.7,0.0,2014-03-08
-1.6,1015.6,-14.8,0.0,2014-03-08
-2.0,1015.8,-13.5,0.0,2014-03-08
-1.7,1016.0,-14.2,0.0,2014-03-08
1.0,1015.9,-6.1,0.0,2014-03-08
2.6,1015.1,-4.6,0.0,2014-03-08
4.4,1014.2,-5.7,0.0,2014-03-08
6.4,1013.3,-6.6,0.0,2014-03-08
8.0,1012.0,-8.1,0.0,2014-03-08
9.4,1010.8,-9.7,0.0,2014-03-08
10.2,1010.0,-8.5,0.0,2014-03-08
10.6,1009.6,-6.7,0.0,2014-03-08
10.5,1009.8,-6.8,0.0,2014-03-08
9.6,1010.6,-6.7,0.0,2014-03-08
9.1,1011.7,-19.9,0.0,2014-03-08
9.3,1012.6,-20.9,0.0,2014-03-08
8.1,1013.7,-20.7,0.0,2014-03-08
7.8,1014.5,-19.9,0.0,2014-03-08
5.8,1014.9,-19.7,0.0,2014-03-08
2.7,1015.4,-18.1,0.0,2014-03-08
0.5,1015.8,-17.3,0.0,2014-03-09
0.3,1015.8,-18.5,0.0,2014-03-09
0.9,1015.7,-18.5,0.0,2014-03-09
-1.1,1015.7,-17.3,0.0,2014-03-09
-1.6,1015.9,-17.4,0.0,2014-03-09
-1.2,1016.7,-17.4,0.0,2014-03-09
1.1,1017.4,-8.4,0.0,2014-03-09
-0.1,1018.3,-14.1,0.0,2014-03-09
3.7,1018.8,-7.7,0.0,2014-03-09
4.9,1018.7,-7.6,0.0,2014-03-09
6.2,1018.2,-8.5,0.0,2014-03-09
7.9,1017.4,-9.1,0.0,2014-03-09
8.6,1016.4,-10.4,0.0,2014-03-09
9.1,1015.5,-9.0,0.0,2014-03-09
9.7,1014.9,-7.5,0.0,2014-03-09
9.8,1014.7,-7.9,0.0,2014-03-09
9.3,1014.8,-8.3,0.0,2014-03-09
8.6,1015.4,-8.0,0.0,2014-03-09
8.1,1015.8,-8.5,0.0,2014-03-09
6.9,1016.4,-8.7,0.0,2014-03-09
5.9,1017.2,-9.2,0.0,2014-03-09
5.1,1017.8,-8.8,0.0,2014-03-09
2.9,1018.2,-6.0,0.0,2014-03-09
1.1,1018.8,-4.8,0.0,2014-03-09
0.5,1018.8,-4.9,0.0,2014-03-10
-0.1,1018.9,-4.9,0.0,2014-03-10
-0.1,1018.3,-5.1,0.0,2014-03-10
-0.1,1018.0,-5.7,0.0,2014-03-10
-0.1,1018.0,-6.3,0.0,2014-03-10
-0.2,1017.9,-6.4,0.0,2014-03-10
0.0,1017.6,-6.0,0.0,2014-03-10
0.1,1017.7,-6.1,0.0,2014-03-10
0.6,1017.6,-5.9,0.0,2014-03-10
1.1,1017.3,-5.6,0.0,2014-03-10
2.2,1016.3,-5.2,0.0,2014-03-10
3.7,1015.3,-4.8,0.0,2014-03-10
4.8,1013.7,-4.8,0.0,2014-03-10
6.2,1012.3,-4.9,0.0,2014-03-10
6.7,1011.6,-4.7,0.0,2014-03-10
7.1,1010.8,-5.0,0.0,2014-03-10
7.3,1010.5,-5.8,0.0,2014-03-10
6.9,1010.4,-6.5,0.0,2014-03-10
5.6,1010.5,-6.0,0.0,2014-03-10
5.3,1010.8,-6.0,0.0,2014-03-10
4.5,1010.9,-6.1,0.0,2014-03-10
3.1,1011.0,-6.1,0.0,2014-03-10
2.4,1010.8,-6.5,0.0,2014-03-10
1.5,1010.0,-6.3,0.0,2014-03-10
2.0,1009.9,-6.3,0.0,2014-03-11
2.0,1009.2,-5.9,0.0,2014-03-11
0.4,1008.1,-6.0,0.0,2014-03-11
0.5,1007.9,-5.7,0.0,2014-03-11
0.4,1007.6,-5.6,0.0,2014-03-11
1.0,1008.0,-5.1,0.0,2014-03-11
1.0,1007.9,-4.8,0.0,2014-03-11
1.4,1008.2,-4.9,0.0,2014-03-11
4.7,1008.1,-4.1,0.0,2014-03-11
6.9,1008.1,-4.2,0.0,2014-03-11
