PM2.5,PM10,SO2,NO2,CO,O3,date
59.0,29.0,51.0,36.0,1800.0,24.6,2014-03-01
56.0,56.0,66.0,36.0,2000.0,27.3,2014-03-01
36.0,33.0,55.0,31.0,2000.0,30.0,2014-03-01
21.0,6.0,44.0,15.0,1600.0,54.0,2014-03-01
20.0,5.0,28.0,8.0,1400.0,68.0,2014-03-01
3.0,10.0,30.0,7.0,1500.0,71.0,2014-03-01
19.0,5.0,19.0,5.0,1400.0,78.0,2014-03-01
3.0,5.0,10.0,2.0,1300.0,86.0,2014-03-01
3.0,5.0,11.0,2.0,1300.0,87.0,2014-03-01
3.0,5.0,9.0,2.0,1300.0,91.0,2014-03-01
18.0,21.0,14.0,3.0,1300.0,88.0,2014-03-01
25.0,36.0,14.0,10.0,1500.0,82.0,2014-03-01
25.0,36.0,14.0,10.0,1500.0,70.0,2014-03-01
28.0,46.0,18.0,19.0,1900.0,49.0,2014-03-01
29.0,32.0,14.0,16.0,1700.0,47.0,2014-03-01
22.0,31.0,16.0,15.0,1600.0,49.0,2014-03-01
21.0,46.0,18.0,18.0,1900.0,46.0,2014-03-01
29.0,32.0,15.0,16.0,1600.0,44.0,2014-03-02
26.0,32.0,17.0,16.0,1600.0,44.0,2014-03-02
34.0,43.0,23.0,23.0,1800.0,32.0,2014-03-02
38.0,41.0,19.0,25.0,1800.0,27.0,2014-03-02
44.0,49.0,20.0,26.0,1800.0,24.0,2014-03-02
54.0,64.0,19.0,37.0,2000.0,14.0,2014-03-02
57.0,85.0,19.0,47.0,2700.0,5.0,2014-03-02
88.0,106.0,16.0,61.0,2600.0,2.0,2014-03-02
98.0,113.0,25.0,50.0,2900.0,5.0,2014-03-02
103.0,133.0,37.0,46.0,3000.0,13.0,2014-03-02
132.0,205.0,63.0,56.0,3300.0,23.0,2014-03-02
137.0,154.0,95.0,54.0,3500.0,40.0,2014-03-02
157.0,163.0,104.0,60.0,3700.0,45.0,2014-03-02
162.0,171.0,104.0,67.0,3700.0,49.0,2014-03-02
164.0,167.0,97.0,70.0,3700.0,55.0,2014-03-02
135.0,142.0,79.0,66.0,3300.0,60.0,2014-03-02
36.0,5.0,18.0,12.0,1600.0,90.0,2014-03-02
19.0,31.0,10.0,4.0,1300.0,97.0,2014-03-02
32.0,140.0,27.0,40.0,2100.0,70.0,2014-03-02
136.0,183.0,53.0,99.0,3200.0,22.0,2014-03-02
134.0,171.0,45.0,92.0,3500.0,14.0,2014-03-02
115.0,134.0,42.0,76.0,3000.0,20.0,2014-03-02
102.0,133.0,37.0,68.0,2900.0,19.0,2014-03-02
107.0,123.0,36.0,60.0,2800.0,22.0,2014-03-02
143.0,169.0,41.0,72.0,3700.0,13.0,2014-03-03
141.0,174.0,35.0,73.0,3400.0,5.0,2014-03-03
160.0,183.0,26.0,74.0,3700.0,2.0,2014-03-03
174.0,194.0,23.0,75.0,3500.0,2.0,2014-03-03
178.0,188.0,20.0,76.0,3500.0,2.0,2014-03-03
177.0,193.0,19.0,75.5,3400.0,2.0,2014-03-03
186.0,197.0,18.0,75.0,3800.0,2.0,2014-03-03
195.0,196.0,18.0,78.0,3900.0,2.0,2014-03-03
214.0,220.0,32.0,76.0,4100.0,3.0,2014-03-03
241.0,297.0,33.0,68.0,4500.0,9.0,2014-03-03
277.0,259.0,36.0,73.0,3900.0,8.0,2014-03-03
286.0,291.0,56.0,88.0,4400.0,5.0,2014-03-03
253.0,265.0,91.0,99.0,4700.0,3.0,2014-03-03
251.0,270.0,88.0,101.0,4700.0,2.0,2014-03-03
246.0,259.0,92.0,102.0,4700.0,2.0,2014-03-03
242.0,257.0,98.0,103.0,5000.0,2.0,2014-03-03
257.0,263.0,97.0,98.0,4900.0,3.0,2014-03-03
236.0,259.0,97.0,97.0,4700.0,4.0,2014-03-03
232.0,260.0,96.0,97.0,5000.0,2.0,2014-03-03
258.0,265.0,90.0,94.0,4800.0,2.0,2014-03-03
263.0,268.0,86.0,95.0,5000.0,2.0,2014-03-03
274.0,278.0,77.0,91.0,5100.0,2.0,2014-03-03
257.0,278.0,63.0,85.0,4900.0,2.0,2014-03-03
271.0,296.0,50.0,79.0,4900.0,2.0,2014-03-03
250.0,285.0,51.0,74.0,4300.0,2.0,2014-03-04
253.0,285.0,47.0,66.0,4200.0,2.0,2014-03-04
221.0,210.0,52.0,59.0,3300.0,7.0,2014-03-04
37.0,5.0,20.0,10.0,1500.0,56.0,2014-03-04
40.0,5.0,20.0,21.0,1600.0,47.0,2014-03-04
29.0,5.0,12.0,14.0,1400.0,54.0,2014-03-04
15.0,5.0,9.0,12.0,1400.0,54.0,2014-03-04
13.0,5.0,9.0,13.0,1400.0,50.0,2014-03-04
3.0,10.0,12.0,18.0,1500.0,42.0,2014-03-04
12.0,5.0,16.0,9.0,1400.0,58.0,2014-03-04
10.0,5.0,19.0,7.0,1400.0,64.0,2014-03-04
3.0,5.0,19.0,7.0,1400.0,66.0,2014-03-04
10.0,5.0,12.0,4.0,1300.0,72.0,2014-03-04
3.0,5.0,6.0,2.0,6900.0,77.0,2014-03-04
3.0,3.0,4.0,2.0,200.0,81.0,2014-03-04
4.0,5.0,2.0,2.0,200.0,82.0,2014-03-04
3.0,5.0,2.0,2.0,200.0,83.0,2014-03-04
6.0,5.0,2.0,2.0,200.0,81.38888888888889,2014-03-04
5.0,21.0,2.0,2.0,200.0,79.77777777777777,2014-03-04
4.0,16.0,2.0,2.0,200.0,78.16666666666667,2014-03-04
4.0,13.0,2.0,2.0,200.0,76.55555555555556,2014-03-04
4.0,8.0,2.0,2.0,200.0,74.94444444444444,2014-03-04
9.0,10.0,2.0,2.0,200.0,73.33333333333333,2014-03-04
4.0,6.0,2.0,2.0,200.0,71.72222222222223,2014-03-04
3.0,7.0,2.0,2.0,200.0,70.11111111111111,2014-03-05
4.0,7.0,2.0,2.0,200.0,68.5,2014-03-05
7.0,8.0,2.0,2.0,200.0,66.88888888888889,2014-03-05
15.0,43.0,4.0,25.0,500.0,65.27777777777777,2014-03-05
10.0,64.0,5.0,22.0,400.0,63.666666666666664,2014-03-05
11.0,17.0,7.0,4.0,300.0,62.05555555555556,2014-03-05
12.0,25.0,17.0,10.0,400.0,60.44444444444444,2014-03-05
15.0,35.0,16.0,23.0,500.0,58.83333333333333,2014-03-05
20.0,76.0,20.0,24.0,500.0,57.22222222222222,2014-03-05
28.0,44.0,26.0,15.0,600.0,55.611111111111114,2014-03-05
28.0,31.0,31.0,13.0,500.0,54.0,2014-03-05
20.0,25.0,25.0,15.0,500.0,57.0,2014-03-05
27.0,43.0,22.0,22.0,500.0,56.0,2014-03-05
25.0,43.0,25.0,29.0,700.0,52.0,2014-03-05
16.0,70.0,14.0,7.0,400.0,71.0,2014-03-05
15.0,29.0,11.0,2.0,300.0,77.0,2014-03-05
13.0,40.0,12.0,3.0,300.0,76.0,2014-03-05
15.0,34.0,8.0,3.0,300.0,78.0,2014-03-05
3.0,28.0,3.0,2.0,200.0,80.0,2014-03-05
7.0,24.0,2.0,2.0,200.0,78.0,2014-03-05
7.0,25.0,2.0,2.0,200.0,75.0,2014-03-05
7.0,27.0,2.0,2.0,200.0,75.0,2014-03-05
7.0,24.0,2.0,2.0,200.0,76.0,2014-03-05
9.0,22.0,2.0,2.0,200.0,80.0,2014-03-05
7.0,14.0,2.0,2.0,200.0,84.0,2014-03-06
6.0,12.0,2.0,2.0,200.0,81.0,2014-03-06
11.0,17.0,4.0,2.0,200.0,75.0,2014-03-06
6.0,12.0,2.0,2.0,200.0,79.0,2014-03-06
6.0,12.0,2.0,2.0,200.0,76.0,2014-03-06
8.0,15.0,2.0,2.0,200.0,57.0,2014-03-06
9.0,18.0,5.0,4.0,300.0,70.0,2014-03-06
11.0,21.0,11.0,6.0,300.0,65.0,2014-03-06
14.0,27.0,28.0,10.0,400.0,58.0,2014-03-06
15.0,28.0,34.0,10.0,500.0,58.0,2014-03-06
16.0,23.0,36.0,7.0,400.0,64.0,2014-03-06
17.0,20.0,22.0,5.0,400.0,69.0,2014-03-06
13.0,24.0,16.0,4.0,400.0,72.0,2014-03-06
14.0,22.0,11.0,2.0,300.0,76.0,2014-03-06
14.0,26.0,15.0,4.0,400.0,77.0,2014-03-06
13.0,25.0,14.0,3.0,300.0,80.0,2014-03-06
13.0,23.0,9.0,2.0,300.0,83.0,2014-03-06
14.0,24.0,8.0,2.0,300.0,82.0,2014-03-06
18.0,28.0,8.0,5.0,400.0,76.0,2014-03-06
8.0,26.0,9.0,8.0,400.0,65.0,2014-03-06
19.0,37.0,9.0,11.0,600.0,55.0,2014-03-06
24.0,48.0,12.0,16.0,700.0,51.0,2014-03-06
25.0,41.0,10.0,9.0,500.0,55.0,2014-03-06
23.0,33.0,11.0,10.0,400.0,54.0,2014-03-06
23.0,35.0,11.0,15.0,400.0,48.0,2014-03-07
28.0,38.0,10.0,13.0,500.0,47.0,2014-03-07
25.0,43.0,11.0,16.0,500.0,44.0,2014-03-07
31.0,46.0,10.0,23.0,700.0,33.0,2014-03-07
34.0,57.0,16.0,20.0,700.0,30.0,2014-03-07
31.0,39.0,10.0,12.0,500.0,37.0,2014-03-07
18.0,29.0,4.0,4.0,600.0,44.0,2014-03-07
16.0,25.0,10.0,7.0,500.0,44.0,2014-03-07
21.0,34.0,28.0,12.0,500.0,46.0,2014-03-07
13.0,24.0,16.0,4.0,400.0,63.0,2014-03-07
4.0,9.0,2.0,2.0,200.0,79.0,2014-03-07
8.0,9.0,2.0,2.0,200.0,79.0,2014-03-07
11.0,17.0,15.0,3.0,300.0,71.0,2014-03-07
10.0,16.0,14.0,2.0,300.0,71.0,2014-03-07
10.0,14.0,15.0,3.0,300.0,73.0,2014-03-07
12.0,15.0,12.0,2.0,300.0,78.0,2014-03-07
17.0,40.0,9.0,7.0,300.0,78.0,2014-03-07
20.0,43.0,12.0,15.0,400.0,70.0,2014-03-07
31.0,72.0,17.0,36.0,700.0,55.0,2014-03-07
55.0,108.0,23.0,58.0,1000.0,34.0,2014-03-07
55.0,82.0,19.0,57.0,1000.0,23.0,2014-03-07
58.0,73.0,25.0,52.0,1200.0,21.0,2014-03-07
50.0,67.0,18.0,44.0,900.0,25.0,2014-03-07
55.0,68.0,19.0,43.0,900.0,26.0,2014-03-07
55.0,74.0,19.0,44.0,900.0,21.0,2014-03-08
60.0,80.0,24.0,45.0,1100.0,18.0,2014-03-08
65.0,84.0,26.0,44.0,1000.0,16.0,2014-03-08
68.0,81.0,23.0,46.0,1100.0,13.0,2014-03-08
66.0,79.0,22.0,49.0,1300.0,11.0,2014-03-08
67.0,80.0,23.0,50.0,1200.0,10.0,2014-03-08
71.0,84.0,30.0,47.0,1300.0,10.0,2014-03-08
74.0,89.0,23.0,63.0,1300.0,2.0,2014-03-08
76.0,97.0,26.0,63.0,1600.0,6.0,2014-03-08
95.0,122.0,37.0,62.0,1700.0,10.0,2014-03-08
107.0,152.0,63.0,73.0,1800.0,15.0,2014-03-08
123.0,162.0,76.0,78.0,1900.0,24.0,2014-03-08
153.0,186.0,77.0,76.0,2300.0,28.0,2014-03-08
166.0,189.0,77.0,82.0,2300.0,32.0,2014-03-08
160.0,177.0,69.0,82.0,2100.0,38.0,2014-03-08
150.0,168.0,65.0,78.0,1900.0,47.0,2014-03-08
144.0,174.0,63.0,88.0,1900.0,43.0,2014-03-08
167.0,203.0,72.0,111.0,2300.0,30.0,2014-03-08
188.0,218.0,62.0,122.0,2500.0,18.0,2014-03-08
50.0,31.0,7.0,14.0,500.0,72.0,2014-03-08
4.0,7.0,2.0,2.0,200.0,80.0,2014-03-08
5.0,14.0,2.0,2.0,200.0,78.0,2014-03-08
4.0,14.0,2.0,2.0,200.0,77.0,2014-03-08
5.0,7.0,2.0,2.0,200.0,76.0,2014-03-08
4.0,6.0,2.0,2.0,200.0,71.0,2014-03-09
11.0,14.0,9.0,5.0,400.0,58.0,2014-03-09
10.0,12.0,7.0,3.0,400.0,53.0,2014-03-09
4.0,10.0,7.0,3.0,300.0,53.0,2014-03-09
6.0,10.0,3.0,8.0,200.0,54.0,2014-03-09
8.0,11.0,7.0,8.0,200.0,39.0,2014-03-09
12.0,21.0,16.0,6.0,400.0,49.0,2014-03-09
11.0,25.0,10.0,11.0,400.0,38.0,2014-03-09
30.0,66.0,24.0,29.0,1000.0,27.0,2014-03-09
76.0,109.0,31.0,34.0,1200.0,24.0,2014-03-09
106.0,151.0,51.0,47.0,1500.0,32.0,2014-03-09
151.0,178.0,58.0,54.0,1800.0,45.0,2014-03-09
125.0,143.0,50.0,45.0,1400.0,56.0,2014-03-09
123.0,139.0,53.0,45.0,1300.0,64.0,2014-03-09
127.0,142.0,54.0,55.0,1400.0,61.0,2014-03-09
136.0,154.0,55.0,61.0,1500.0,64.0,2014-03-09
134.0,153.0,50.0,78.0,1600.0,54.0,2014-03-09
164.0,192.0,55.0,90.0,1800.0,54.0,2014-03-09
176.0,194.0,43.0,68.0,1500.0,76.0,2014-03-09
142.0,151.0,37.0,63.0,1400.0,68.0,2014-03-09
126.0,139.0,28.0,53.0,1400.0,57.0,2014-03-09
121.0,132.0,32.0,50.0,1600.0,54.0,2014-03-09
124.0,135.0,33.0,55.0,1400.0,38.0,2014-03-09
111.0,128.0,27.0,58.0,1300.0,25.0,2014-03-09
91.0,127.0,25.0,79.0,1500.0,5.0,2014-03-10
77.0,115.0,20.0,74.0,1400.0,2.0,2014-03-10
64.0,84.0,16.0,65.0,1000.0,2.0,2014-03-10
51.0,67.0,20.0,61.0,900.0,4.0,2014-03-10
45.0,56.0,22.0,52.0,700.0,10.0,2014-03-10
42.0,48.0,22.0,35.0,700.0,25.0,2014-03-10
41.0,50.0,27.0,40.0,900.0,21.0,2014-03-10
43.0,53.0,31.0,45.0,1000.0,18.0,2014-03-10
54.0,66.0,36.0,57.0,1200.0,9.0,2014-03-10
62.0,80.0,43.0,56.0,1200.0,12.0,2014-03-10
77.0,94.0,45.0,46.0,1200.0,20.0,2014-03-10
79.0,100.0,50.0,37.0,1100.0,31.0,2014-03-10
89.0,107.0,52.0,36.0,1200.0,42.0,2014-03-10
101.0,112.0,54.0,37.0,1200.0,48.0,2014-03-10
120.0,130.0,49.0,43.0,1200.0,54.0,2014-03-10
134.0,156.0,52.0,59.0,1400.0,46.0,2014-03-10
137.0,146.0,52.0,62.0,1400.0,49.0,2014-03-10
114.0,122.0,54.0,62.0,1200.0,53.0,2014-03-10
116.0,130.0,51.0,74.0,1300.0,41.0,2014-03-10
116.0,124.0,36.0,74.0,1300.0,28.0,2014-03-10
96.0,114.0,37.0,73.0,1300.0,28.0,2014-03-10
99.0,120.0,40.0,69.0,1400.0,26.0,2014-03-10
100.0,116.0,41.0,63.0,1300.0,27.0,2014-03-10
100.0,119.0,42.0,59.0,1500.0,26.0,2014-03-10
122.0,154.0,46.0,69.0,2800.0,16.0,2014-03-11
137.0,130.0,37.0,57.0,1700.0,18.0,2014-03-11
132.0,117.0,34.0,53.0,1600.0,19.0,2014-03-11
109.0,118.0,34.0,52.0,1700.0,19.0,2014-03-11
119.0,127.0,32.0,52.0,2000.0,16.0,2014-03-11
124.0,132.0,30.0,56.0,1900.0,10.0,2014-03-11
153.0,136.0,28.0,54.0,1900.0,9.0,2014-03-11
159.0,139.0,31.0,55.0,1900.0,8.0,2014-03-11
144.0,162.0,37.0,58.0,2000.0,9.0,2014-03-11
166.0,197.0,50.0,54.0,2100.0,17.0,2014-03-11
178.0,190.0,67.0,57.0,2000.0,31.0,2014-03-11
174.0,209.0,75.0,81.0,2300.0,27.0,2014-03-11
227.0,246.0,83.0,100.0,2500.0,25.0,2014-03-11
202.0,224.0,96.0,76.0,2200.0,54.0,2014-03-11
196.0,216.0,100.0,76.0,2200.0,61.0,2014-03-11
202.0,243.0,104.0,85.0,2300.0,63.0,2014-03-11
202.0,243.0,104.0,85.0,2300.0,63.0,2014-03-11
212.0,253.0,101.0,89.0,2400.0,63.0,2014-03-11
259.0,285.0,92.0,104.0,2500.0,45.0,2014-03-11
24.0,5.0,4.0,3.0,200.0,81.0,2014-03-11
3.0,5.0,3.0,2.0,200.0,82.0,2014-03-11
7.0,16.0,5.0,2.0,200.0,84.0,2014-03-11
6.0,9.0,6.0,2.0,200.0,87.0,2014-03-11
3.0,5.0,5.0,2.0,200.0,83.0,2014-03-11
3.0,5.0,3.0,2.0,100.0,83.0,2014-03-12
3.0,5.0,3.0,2.0,200.0,80.0,2014-03-12
3.0,5.0,2.0,2.0,200.0,77.0,2014-03-12
3.0,5.0,2.0,2.0,100.0,75.0,2014-03-12
3.0,5.0,2.0,2.0,100.0,72.0,2014-03-12
8.0,10.0,2.0,2.0,100.0,56.0,2014-03-12
6.0,11.0,2.0,2.0,100.0,79.0,2014-03-12
6.0,10.0,2.0,2.0,100.0,82.0,2014-03-12
7.0,17.0,2.0,2.0,100.0,84.0,2014-03-12
7.0,13.0,2.0,2.0,200.0,86.0,2014-03-12
3.0,10.0,2.0,2.0,200.0,88.0,2014-03-12
4.0,8.0,2.0,2.0,200.0,90.0,2014-03-12
3.0,6.0,2.0,2.0,200.0,92.0,2014-03-12
3.0,10.0,2.0,2.0,200.0,93.0,2014-03-12
3.0,10.0,2.0,2.0,200.0,93.0,2014-03-12
8.0,18.0,4.0,3.0,200.0,91.0,2014-03-12
16.0,28.0,7.0,4.0,200.0,91.0,2014-03-12
12.0,27.0,8.0,5.0,200.0,90.0,2014-03-12
12.0,31.0,8.0,8.0,300.0,86.0,2014-03-12
8.0,28.0,8.0,8.0,200.0,82.0,2014-03-12
11.0,16.0,3.0,3.0,200.0,86.0,2014-03-12
7.0,15.0,2.0,2.0,200.0,85.0,2014-03-12
6.0,14.0,2.0,2.0,200.0,86.0,2014-03-12
6.0,15.0,4.0,2.0,200.0,83.0,2014-03-12
8.0,13.0,2.0,3.0,200.0,82.0,2014-03-13
9.0,11.0,2.0,2.0,200.0,83.0,2014-03-13
6.0,12.0,2.0,3.0,200.0,79.0,2014-03-13
7.0,9.0,2.0,4.0,200.0,75.0,2014-03-13
7.0,14.0,3.0,9.0,200.0,69.0,2014-03-13
10.0,18.0,8.0,13.0,300.0,62.0,2014-03-13
12.0,23.0,16.0,13.0,400.0,56.0,2014-03-13
16.0,28.0,20.0,19.0,400.0,52.0,2014-03-13
13.0,24.0,13.0,14.0,300.0,59.0,2014-03-13
15.0,22.0,21.0,16.0,400.0,60.0,2014-03-13
13.0,22.0,24.0,13.0,400.0,65.0,2014-03-13
17.0,19.0,20.0,11.0,300.0,69.0,2014-03-13
12.0,15.0,13.0,8.0,300.0,76.0,2014-03-13
9.0,18.0,10.0,5.0,200.0,84.0,2014-03-13
13.0,35.0,8.0,4.0,200.0,88.0,2014-03-13
15.0,36.0,9.0,5.0,200.0,89.0,2014-03-13
16.0,34.0,17.0,10.0,200.0,86.0,2014-03-13
21.0,50.0,17.0,10.0,400.0,86.0,2014-03-13
18.0,72.0,2.0,13.0,300.0,86.0,2014-03-13
11.0,117.0,2.0,6.0,200.0,86.0,2014-03-13
10.0,185.0,2.0,5.0,100.0,85.0,2014-03-13
14.0,224.0,2.0,5.0,100.0,87.0,2014-03-13
31.0,364.0,2.0,3.0,100.0,88.0,2014-03-13
24.0,269.0,2.0,4.0,100.0,82.0,2014-03-13
20.0,213.0,2.0,4.0,100.0,81.0,2014-03-14
15.0,129.0,2.0,6.0,100.0,80.0,2014-03-14
8.0,78.0,2.0,8.0,200.0,79.0,2014-03-14
12.0,61.0,2.0,9.0,200.0,76.0,2014-03-14
9.0,40.0,2.0,9.0,200.0,78.0,2014-03-14
7.0,28.0,2.0,7.0,200.0,79.0,2014-03-14
9.0,31.0,2.0,12.0,300.0,65.0,2014-03-14
10.0,33.0,2.0,12.0,400.0,56.0,2014-03-14
11.0,39.0,2.0,11.0,300.0,62.0,2014-03-14
13.0,34.0,2.0,14.0,300.0,66.0,2014-03-14
11.0,30.0,2.0,12.0,300.0,72.0,2014-03-14
7.0,27.0,2.0,10.0,300.0,78.0,2014-03-14
9.0,19.0,2.0,7.0,200.0,84.0,2014-03-14
6.0,18.0,2.0,6.0,200.0,87.0,2014-03-14
15.0,33.0,11.0,11.0,300.0,86.0,2014-03-14
18.0,76.0,11.0,17.0,300.0,94.0,2014-03-14
21.0,84.0,10.0,17.0,300.0,96.0,2014-03-14
25.0,100.0,9.0,20.0,300.0,93.0,2014-03-14
145.0,170.0,42.0,48.0,1400.0,92.0,2014-03-14
33.0,117.0,13.0,30.0,500.0,76.0,2014-03-14
36.0,96.0,12.0,25.0,500.0,70.0,2014-03-14
34.0,77.0,12.0,25.0,500.0,64.0,2014-03-14
36.0,80.0,15.0,30.0,600.0,55.0,2014-03-14
62.0,104.0,20.0,36.0,1000.0,48.0,2014-03-14
42.0,84.0,14.0,26.0,600.0,50.0,2014-03-15
40.0,81.0,16.0,25.0,600.0,52.0,2014-03-15
46.0,86.0,13.0,29.0,1000.0,40.0,2014-03-15
44.0,76.0,12.0,28.0,600.0,40.0,2014-03-15
41.0,73.0,11.0,27.0,600.0,36.0,2014-03-15
41.0,76.0,11.0,27.0,600.0,26.0,2014-03-15
43.0,79.0,11.0,21.0,600.0,35.0,2014-03-15
46.0,89.0,13.0,27.0,700.0,25.0,2014-03-15
72.0,120.0,19.0,32.0,1200.0,23.0,2014-03-15
110.0,170.0,25.0,46.0,1800.0,17.0,2014-03-15
80.0,150.0,31.0,52.0,1100.0,23.0,2014-03-15
79.0,149.0,45.0,45.0,900.0,43.0,2014-03-15
88.0,158.0,47.0,57.0,1000.0,45.0,2014-03-15
111.0,200.0,51.0,80.0,1300.0,43.0,2014-03-15
108.0,175.0,38.0,67.0,1100.0,60.0,2014-03-15
88.0,140.0,35.0,39.0,800.0,92.0,2014-03-15
94.0,157.0,33.0,45.0,800.0,102.0,2014-03-15
96.0,163.0,33.0,52.0,900.0,96.0,2014-03-15
101.0,173.0,37.0,72.0,1000.0,75.0,2014-03-15
108.0,164.0,34.0,81.0,1100.0,56.0,2014-03-15
113.0,153.0,37.0,74.0,1200.0,54.0,2014-03-15
109.0,147.0,34.0,72.0,1100.0,45.0,2014-03-15
120.0,161.0,32.0,75.0,1500.0,33.0,2014-03-15
125.0,162.0,30.0,73.0,1300.0,27.0,2014-03-15
124.0,151.0,26.0,60.0,1200.0,27.0,2014-03-16
150.0,185.0,31.0,65.0,2000.0,20.0,2014-03-16
137.0,163.0,29.0,55.0,1500.0,22.0,2014-03-16
141.0,167.0,30.0,55.0,1600.0,18.0,2014-03-16
136.0,158.0,33.0,69.0,2200.0,9.0,2014-03-16
130.0,159.0,40.0,72.0,2300.0,9.0,2014-03-16
134.0,165.0,41.0,74.0,2500.0,6.0,2014-03-16
124.0,157.0,39.0,73.0,2400.0,4.0,2014-03-16
115.0,153.0,46.0,55.0,2000.0,18.0,2014-03-16
113.0,169.0,69.0,62.0,2200.0,23.0,2014-03-16
104.0,150.0,72.0,56.0,2000.0,42.0,2014-03-16
71.0,134.0,64.0,42.0,1600.0,66.0,2014-03-16
85.0,142.0,57.0,40.0,1500.0,71.0,2014-03-16
87.0,148.0,56.0,45.0,1400.0,76.0,2014-03-16
96.0,158.0,54.0,45.0,1400.0,84.0,2014-03-16
91.0,165.0,49.0,37.0,1200.0,93.0,2014-03-16
92.0,204.0,56.0,38.0,1300.0,94.0,2014-03-16
102.0,240.0,69.0,46.0,1500.0,93.0,2014-03-16
115.0,277.0,57.0,40.0,1200.0,104.0,2014-03-16
121.0,270.0,53.0,41.0,1200.0,97.0,2014-03-16
142.0,263.0,59.0,44.0,1300.0,86.0,2014-03-16
154.0,239.0,63.0,45.0,1500.0,76.0,2014-03-16
155.0,232.0,55.0,48.0,1600.0,62.0,2014-03-16
154.0,212.0,48.0,48.0,1600.0,57.0,2014-03-16
147.0,190.0,36.0,40.0,1500.0,48.0,2014-03-17
145.0,187.0,34.0,37.0,1600.0,43.0,2014-03-17
147.0,189.0,40.0,34.0,1600.0,48.0,2014-03-17
156.0,182.0,35.0,34.0,1700.0,42.0,2014-03-17
144.0,181.0,31.0,30.0,1700.0,42.0,2014-03-17
140.0,190.0,36.0,32.0,1800.0,43.0,2014-03-17
143.0,184.0,32.0,35.0,1700.0,32.0,2014-03-17
153.0,185.0,33.0,47.0,1900.0,20.0,2014-03-17
173.0,268.0,53.0,54.0,2000.0,20.0,2014-03-17
189.0,895.0,54.0,37.0,1100.0,44.0,2014-03-17
185.0,801.0,49.0,44.0,1300.0,42.0,2014-03-17
185.0,801.0,49.0,44.0,1300.0,42.0,2014-03-17
44.0,398.0,3.0,3.0,200.0,79.0,2014-03-17
49.0,428.0,2.0,3.0,200.0,80.0,2014-03-17
42.0,340.0,2.0,3.0,200.0,82.0,2014-03-17
31.0,291.0,2.0,3.0,200.0,82.0,2014-03-17
28.0,311.0,2.0,2.0,200.0,79.0,2014-03-17
21.0,227.0,2.0,2.0,200.0,79.0,2014-03-17
19.0,179.0,2.0,3.0,200.0,84.0,2014-03-17
17.0,139.0,3.0,2.0,200.0,85.0,2014-03-17
14.0,99.0,3.0,2.0,200.0,86.0,2014-03-17
14.0,81.0,4.0,3.0,200.0,89.0,2014-03-17
13.0,67.0,4.0,3.0,200.0,86.0,2014-03-17
12.0,60.0,4.0,6.0,300.0,77.0,2014-03-17
13.0,61.0,4.0,6.0,300.0,77.0,2014-03-18
11.0,70.0,3.0,7.0,200.0,78.0,2014-03-18
11.0,71.0,7.0,7.0,300.0,77.0,2014-03-18
10.0,53.0,5.0,5.0,200.0,79.0,2014-03-18
8.0,44.0,4.0,3.0,200.0,75.0,2014-03-18
10.0,45.0,8.0,3.0,300.0,48.0,2014-03-18
12.0,36.0,9.0,7.0,300.0,62.0,2014-03-18
18.0,42.0,9.0,11.0,400.0,55.0,2014-03-18
15.0,51.0,8.0,13.0,300.0,55.0,2014-03-18
15.0,32.0,5.0,4.0,200.0,76.0,2014-03-18
8.0,31.0,3.0,3.0,200.0,86.0,2014-03-18
17.0,68.0,5.0,10.0,300.0,85.0,2014-03-18
14.0,44.0,4.0,7.0,200.0,94.0,2014-03-18
11.0,35.0,3.0,7.0,200.0,99.0,2014-03-18
24.0,60.0,6.0,17.0,300.0,93.0,2014-03-18
63.0,214.0,25.0,36.0,800.0,82.0,2014-03-18
80.0,306.0,25.0,30.0,1000.0,94.0,2014-03-18
80.0,310.0,22.0,26.0,900.0,105.0,2014-03-18
71.0,285.0,18.0,24.0,800.0,105.0,2014-03-18
68.0,263.0,15.0,28.0,700.0,97.0,2014-03-18
59.0,204.0,14.0,29.0,600.0,90.0,2014-03-18
57.0,145.0,12.0,28.0,600.0,82.0,2014-03-18
50.0,111.0,11.0,24.0,500.0,81.0,2014-03-18
42.0,89.0,10.0,26.0,500.0,70.0,2014-03-18
36.0,67.0,8.0,22.0,500.0,63.0,2014-03-19
34.0,56.0,7.0,19.0,400.0,56.0,2014-03-19
36.0,60.0,12.0,19.0,500.0,55.0,2014-03-19
37.0,69.0,12.0,20.0,500.0,48.0,2014-03-19
47.0,72.0,10.0,25.0,700.0,40.0,2014-03-19
47.0,72.0,11.0,28.0,800.0,36.0,2014-03-19
47.0,73.0,13.0,28.0,800.0,35.0,2014-03-19
48.0,73.0,13.0,32.0,800.0,28.0,2014-03-19
56.0,82.0,16.0,33.0,800.0,24.0,2014-03-19
57.0,75.0,17.0,32.0,900.0,39.0,2014-03-19
62.0,84.0,22.0,36.0,900.0,50.0,2014-03-19
66.0,88.0,23.0,40.0,900.0,51.0,2014-03-19
68.0,98.0,23.0,43.0,900.0,52.0,2014-03-19
56.0,129.0,11.0,8.0,500.0,80.0,2014-03-19
29.0,22.0,13.0,4.0,400.0,80.0,2014-03-19
31.0,20.0,11.0,5.0,400.0,86.0,2014-03-19
21.0,25.0,9.0,9.0,400.0,85.0,2014-03-19
